GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,MASS_P50,HIMASS_LIM,WARNING,index,mpa_z,model_u,model_g,model_r,model_i,model_z,ext_u,ext_g,ext_r,ext_i,ext_z
3204,729562,J005536.34+134724.8,420,51871,43,13.790238,0.0482,10.379,8.58,0,81820,0.048211034,18.9935,17.5279,16.7253,16.2197,15.7806,0.4027,0.2963,0.2149,0.1629,0.1155
2340,102521,J005538.19+001145.8,394,51913,545,0.19608,0.04326,10.017,8.5,0,61728,0.043250658,19.6694,18.0525,17.2078,16.7053,16.4004,0.1136,0.0836,0.0606,0.046,0.0326
3212,102198,J005539.27+144625.0,420,51871,111,14.773615,0.04039,10.057,8.5,0,81877,0.040378116,18.8354,17.2027,16.4397,16.0444,15.7541,0.2759,0.203,0.1472,0.1116,0.0792
2345,102523,J005551.31+000603.6,394,51913,560,0.101014,0.04364,10.178,8.5,0,61741,0.04363251,18.8802,17.2121,16.3993,15.998,15.7221,0.1085,0.0798,0.0579,0.0439,0.0311
2342,102526,J005601.85+001513.2,394,51913,553,0.253672,0.04354,10.372,8.57,0,61735,0.043527585,18.8229,16.8942,16.0626,15.6544,15.329,0.1193,0.0878,0.0637,0.0483,0.0342
3207,572,J005602.00+141349.2,420,51871,54,14.230346,0.03976,10.529,8.73,0,81830,0.039766792,17.3852,15.8678,15.1439,14.7344,14.4599,0.4035,0.2969,0.2153,0.1633,0.1158
27476,102726,J005604.17+001539.6,692,52201,553,0.261008,0.04591,10.115,8.5,0,205476,0.045898195,17.9167,16.5187,15.9739,15.6586,15.3986,0.119,0.0876,0.0635,0.0482,0.0342
2353,102528,J005605.99+003742.9,394,51913,587,0.628608,0.04204,10.834,9.03,0,61765,0.04204116,17.465,15.6664,14.8036,14.4057,14.1006,0.1433,0.1054,0.0765,0.058,0.0411
2371,102530,J005609.89+000622.8,395,51783,354,0.106333,0.04465,10.122,8.5,0,62112,0.044643182,18.5469,17.1985,16.5104,16.1089,15.7975,0.1171,0.0862,0.0625,0.0474,0.0336
2369,102532,J005616.04+000636.4,395,51783,351,0.110115,0.04367,10.43,8.63,0,62110,0.04366686,18.6115,16.7565,15.9018,15.4984,15.1909,0.12,0.0883,0.064,0.0486,0.0344
3206,580,J005620.78+135143.8,420,51871,53,13.862169,0.03979,11.396,9.6,0,81829,0.039807778,18.032,15.7212,14.5828,13.9996,13.483,0.4112,0.3025,0.2194,0.1664,0.118
2359,102535,J005623.06+000345.0,394,51913,622,0.062513,0.04209,10.303,8.5,0,61794,0.042085115,18.6448,16.8377,16.0099,15.6208,15.3366,0.1218,0.0896,0.065,0.0493,0.0349
2362,102536,J005623.74+001642.0,394,51913,640,0.278353,0.04395,10.422,8.62,0,61810,0.043983787,19.1326,17.207,16.3248,15.8502,15.432,0.1137,0.0837,0.0607,0.046,0.0326
2361,102537,J005626.30+000237.7,394,51913,636,0.043807,0.04372,10.815,9.02,0,61806,0.04371742,17.6334,15.7722,14.9287,14.5243,14.2116,0.1237,0.091,0.066,0.05,0.0355
2374,100678,J005650.61+002047.2,395,51783,391,0.346472,0.04209,10.963,9.16,0,62138,0.04209036,17.3601,15.4778,14.6169,14.1809,13.8294,0.1177,0.0866,0.0628,0.0476,0.0338
3213,590,J005705.19+145430.9,420,51871,118,14.908589,0.04966,10.832,9.03,0,81882,0.04965409,17.4473,15.7761,14.9938,14.6122,14.2724,0.2754,0.2026,0.1469,0.1114,0.079
3305,102204,J005709.66+143906.6,421,51821,304,14.651848,0.0494,10.711,8.91,0,82467,0.049424313,17.9342,16.3124,15.5238,15.0887,14.7243,0.2571,0.1892,0.1372,0.104,0.0738
2379,102541,J005724.25+000634.8,395,51783,439,0.10969,0.04468,10.706,8.91,0,62173,0.044692498,18.3286,16.3994,15.5156,15.0679,14.6856,0.1316,0.0968,0.0702,0.0533,0.0378
3208,102206,J005724.72+141925.8,420,51871,65,14.323845,0.04851,10.028,8.5,0,81839,0.048519302,18.4739,17.0954,16.5033,16.1279,15.8836,0.3164,0.2328,0.1689,0.128,0.0908
3301,102219,J005915.31+133433.3,421,51821,250,13.575936,0.04036,10.924,9.12,0,82423,0.040359564,17.6404,15.6643,14.7457,14.2939,13.9387,0.3587,0.2639,0.1914,0.1452,0.1029
2382,102546,J005919.95+000009.2,395,51783,502,0.002563,0.0429,10.207,8.5,0,62225,0.04290235,19.1567,16.7543,16.0257,15.6772,15.3855,0.1297,0.0954,0.0692,0.0525,0.0372
3293,619,J005948.72+144324.7,421,51821,200,14.723548,0.04076,10.562,8.76,0,82383,0.04076515,18.447,16.6888,15.853,15.345,14.9351,0.3932,0.2893,0.2098,0.1591,0.1128
3297,112566,J010015.79+134549.1,421,51821,216,13.763647,0.0403,10.104,8.5,0,82395,0.04031654,18.4453,17.0962,16.392,15.9702,15.6399,0.3018,0.2221,0.1611,0.1221,0.0866
3290,112568,J010040.54+141033.2,421,51821,170,14.175909,0.04069,10.164,8.5,0,82357,0.04068707,17.9566,16.4822,15.8481,15.466,15.2216,0.3418,0.2515,0.1824,0.1383,0.0981
2387,100710,J010107.79+005127.7,395,51783,561,0.857721,0.02725,10.021,8.5,0,62269,0.027238743,16.766,15.6091,15.0378,14.7486,14.5055,0.1671,0.1229,0.0892,0.0676,0.0479
2399,113358,J010204.41+002324.3,396,51816,427,0.39009,0.04353,10.322,8.52,0,62686,0.043532126,18.4781,16.7784,15.9546,15.5668,15.2899,0.1678,0.1235,0.0896,0.0679,0.0482
3321,112582,J010228.41+154457.0,421,51821,534,15.749172,0.04028,10.853,9.05,0,82646,0.040279508,18.861,16.817,15.7269,15.1244,14.6539,0.5821,0.4283,0.3107,0.2356,0.167
3318,112584,J010238.29+151006.6,421,51821,511,15.168517,0.03968,10.533,8.73,0,82625,0.039679516,18.1981,16.319,15.4529,15.0345,14.6903,0.4437,0.3265,0.2368,0.1796,0.1273
3319,112585,J010241.38+160034.7,421,51821,522,16.009665,0.0408,10.215,8.5,0,82635,0.04082815,18.4924,16.9139,16.1704,15.7294,15.4328,0.3227,0.2375,0.1722,0.1306,0.0926
3284,112587,J010253.84+141140.3,421,51821,110,14.194555,0.03968,10.601,8.8,0,82308,0.0396802,18.3036,16.6105,15.7058,15.2162,14.8353,0.2549,0.1875,0.136,0.1031,0.0731
27484,113799,J010259.23+002550.2,693,52254,504,0.430596,0.04225,10.669,8.87,0,205856,0.042247675,17.4894,16.2897,15.7234,15.3751,15.1666,0.1923,0.1415,0.1026,0.0778,0.0552
2392,113362,J010306.85+004710.6,396,51816,333,0.786301,0.04487,10.331,8.53,0,62610,0.044859983,18.232,16.6145,15.8631,15.4886,15.206,0.1719,0.1265,0.0917,0.0696,0.0493
3406,110842,J010320.35+140155.3,422,51811,304,14.032054,0.0424,10.487,8.69,1,82988,0.042419516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3275,110842,J010320.42+140149.8,421,51821,57,14.030505,0.04182,10.715,8.92,1,82269,0.041806392,16.9909,15.5455,14.862,14.4616,14.155,0.2212,0.1628,0.118,0.0895,0.0635
3413,112594,J010333.83+151119.1,422,51811,344,15.188659,0.03975,10.447,8.65,0,83018,0.039781068,18.8215,16.8318,15.9075,15.4571,15.1045,0.4812,0.3541,0.2568,0.1947,0.1381
3326,112595,J010340.01+155312.1,421,51821,580,15.886721,0.03982,10.928,9.13,0,82685,0.039826576,17.4319,15.5082,14.6012,14.1707,13.8404,0.393,0.2891,0.2097,0.159,0.1127
3414,113800,J010358.74+151450.2,422,51811,347,15.247283,0.04176,10.797,9,0,83021,0.041760694,17.5116,15.8815,15.0407,14.5766,14.2247,0.442,0.3252,0.2359,0.1789,0.1268
3407,112601,J010411.24+140653.2,422,51811,308,14.114805,0.04157,10.373,8.57,0,82991,0.04157236,19.2026,17.3311,16.3862,15.9054,15.5141,0.2515,0.1851,0.1342,0.1018,0.0722
3277,112602,J010411.82+141949.7,421,51821,66,14.330483,0.04188,10.023,8.5,0,82276,0.04187158,18,16.7678,16.1948,15.8422,15.5774,0.2917,0.2146,0.1557,0.118,0.0837
3281,112607,J010430.12+143014.1,421,51821,75,14.50392,0.04095,10.632,8.83,0,82284,0.04092271,18.045,16.1631,15.2888,14.8902,14.5666,0.2324,0.171,0.124,0.094,0.0667
3267,112610,J010434.16+140400.8,421,51821,2,14.066889,0.03972,10.747,8.95,0,82226,0.039691642,18.7828,16.7408,15.7487,15.1949,14.7468,0.3135,0.2307,0.1673,0.1269,0.09
2404,113369,J010434.31+003618.0,396,51816,474,0.605026,0.04265,10.715,8.92,0,62722,0.042664383,18.7077,16.8042,15.8025,15.3033,14.8996,0.1341,0.0987,0.0716,0.0543,0.0385
2398,113371,J010452.17+005122.6,396,51816,407,0.856298,0.04166,10.841,9.04,0,62670,0.041658804,17.8684,15.9883,15.0749,14.6121,14.2603,0.1161,0.0855,0.062,0.047,0.0333
3408,112613,J010453.65+142406.0,422,51811,314,14.401679,0.04078,10.022,8.5,0,82994,0.04077952,18.3604,16.9378,16.2545,15.9112,15.6602,0.2306,0.1697,0.1231,0.0933,0.0662
3328,112614,J010458.10+151234.0,421,51821,593,15.209455,0.04037,10.196,8.5,0,82697,0.040383123,18.8323,17.0711,16.2152,15.8179,15.5151,0.3553,0.2614,0.1896,0.1438,0.1019
3419,112615,J010507.79+143755.7,422,51811,396,14.632145,0.0407,10.377,8.58,0,83060,0.04070837,18.5591,16.7378,15.8836,15.4743,15.1565,0.2339,0.1721,0.1248,0.0947,0.0671
27490,113875,J010510.60+005343.5,694,52209,336,0.895429,0.04347,10.133,8.5,0,206155,0.04347277,17.7254,16.4923,15.9005,15.5573,15.3391,0.1164,0.0857,0.0621,0.0471,0.0334
3405,112616,J010512.10+141847.8,422,51811,301,14.313288,0.03966,10.19,8.5,0,82985,0.03967537,17.3247,16.2432,15.6871,15.3472,15.1102,0.2876,0.2116,0.1535,0.1164,0.0825
2396,729564,J010525.13+005757.5,396,51816,403,0.965986,0.04945,10.201,8.5,0,62668,0.049456373,18.8568,17.3082,16.5596,16.1316,15.8687,0.1235,0.0908,0.0659,0.05,0.0354
3272,110022,J010542.07+144404.0,421,51821,37,14.734467,0.04046,10.622,8.82,0,82253,0.04043997,17.1703,15.7047,14.9888,14.5972,14.2934,0.3221,0.237,0.1719,0.1304,0.0924
2409,113377,J010550.19+001432.1,396,51816,515,0.242277,0.04806,10.099,8.5,0,62757,0.0480672,17.6309,16.3951,15.9008,15.5703,15.4004,0.1664,0.1224,0.0888,0.0673,0.0477
2419,113379,J010606.92+002025.2,396,51816,551,0.340342,0.04366,10.304,8.5,0,62785,0.043661974,17.7406,16.3782,15.7289,15.3555,15.0951,0.1479,0.1088,0.0789,0.0598,0.0424
3270,113315,J010621.80+143455.7,421,51821,24,14.582162,0.03965,10.436,8.64,0,82243,0.039638594,18.7637,16.8451,15.9337,15.4788,15.125,0.2844,0.2093,0.1518,0.1151,0.0816
3271,677,J010625.69+143416.6,421,51821,32,14.571297,0.04037,11.05,9.25,0,82249,0.040361956,17.1087,15.232,14.3482,13.9048,13.5534,0.2781,0.2046,0.1484,0.1125,0.0798
2424,113386,J010641.24+001424.9,396,51816,591,0.240274,0.04422,10.242,8.5,0,62818,0.04422072,18.4783,16.9734,16.2643,15.8457,15.5199,0.1538,0.1132,0.0821,0.0622,0.0441
2415,113387,J010643.07+010552.3,396,51816,530,1.097888,0.04829,10.434,8.63,0,62768,0.04831021,18.242,16.7311,15.9579,15.5482,15.2625,0.1216,0.0895,0.0649,0.0492,0.0349
2425,411373,J010651.49+001051.3,396,51816,593,0.180944,0.04742,10.804,9,0,62820,0.047407433,18.1397,16.4601,15.5641,15.0672,14.7154,0.153,0.1126,0.0817,0.0619,0.0439
2412,113390,J010701.38+005435.4,396,51816,524,0.909836,0.04804,10.911,9.11,0,62764,0.04801672,17.7834,15.9575,15.0653,14.6257,14.2903,0.1297,0.0954,0.0692,0.0525,0.0372
2414,113392,J010705.97+005414.3,396,51816,529,0.903982,0.04824,10.232,8.5,0,62767,0.048225734,19.1088,17.3438,16.5021,16.0991,15.8227,0.132,0.0971,0.0704,0.0534,0.0379
2440,113393,J010710.19+000504.0,397,51794,350,0.084451,0.04745,10.26,8.5,0,63141,0.04743296,19.2464,17.4449,16.5754,16.1387,15.8368,0.1462,0.1076,0.078,0.0592,0.042
3398,681,J010714.24+135718.4,422,51811,251,13.955127,0.03813,11.4,9.6,0,82941,0.03814734,16.3821,15.4826,14.1553,13.7394,13.4254,0.2969,0.2184,0.1584,0.1201,0.0852
3396,112632,J010725.95+142034.6,422,51811,239,14.342963,0.04131,10.031,8.5,0,82931,0.041311547,17.5585,16.356,15.8283,15.5232,15.3102,0.2257,0.1661,0.1204,0.0913,0.0647
3395,112634,J010737.01+142930.1,422,51811,231,14.49172,0.04057,10.32,8.52,0,82924,0.04056091,18.3292,16.5413,15.7557,15.4136,15.0517,0.2084,0.1533,0.1112,0.0843,0.0598
2442,113400,J010753.66+001934.8,397,51794,358,0.326342,0.04755,10.852,9.05,0,63148,0.047523282,17.7262,15.8753,15.0005,14.6075,14.2863,0.1582,0.1164,0.0844,0.064,0.0454
2434,113402,J010804.74+000118.9,397,51794,313,0.021921,0.04781,10.493,8.69,0,63112,0.047777567,18.3502,16.6087,15.7901,15.3907,15.0932,0.1515,0.1115,0.0809,0.0613,0.0435
3422,112639,J010805.92+153905.5,422,51811,409,15.651544,0.04238,10.525,8.73,0,83069,0.042391606,19.2292,17.1202,16.1158,15.6008,15.2229,0.6408,0.4715,0.342,0.2593,0.1839
2451,113404,J010812.06+000414.2,397,51794,399,0.070614,0.04667,10.575,8.78,0,63181,0.046639413,18.3873,16.5319,15.6695,15.2645,14.9494,0.1531,0.1126,0.0817,0.0619,0.0439
2449,113405,J010823.24+000523.1,397,51794,395,0.089761,0.04691,11.163,9.36,0,63177,0.04688035,17.3884,15.414,14.4953,14.0542,13.7132,0.1556,0.1145,0.0831,0.063,0.0447
2450,113406,J010825.97+000619.2,397,51794,397,0.105339,0.04679,10.032,8.5,0,63179,0.0467557,19.2343,17.5048,16.7274,16.3558,16.0599,0.1552,0.1142,0.0828,0.0628,0.0445
3435,112641,J010832.07+150122.9,422,51811,477,15.023046,0.04136,10.76,8.96,0,83127,0.041374628,17.4383,15.5908,14.7766,14.3867,14.0736,0.3164,0.2328,0.1688,0.128,0.0908
3421,112643,J010836.59+154909.5,422,51811,407,15.81931,0.04161,10.581,8.78,0,83067,0.041613452,17.8162,16.1169,15.3152,14.8787,14.5527,0.5031,0.3702,0.2685,0.2036,0.1443
2447,113415,J010857.26+000621.7,397,51794,392,0.106051,0.04508,10.12,8.5,0,63175,0.045065023,19.3764,17.6167,16.7703,16.3496,16.0077,0.1542,0.1134,0.0823,0.0624,0.0442
2456,113416,J010858.98+000529.2,397,51794,423,0.091455,0.04521,10.385,8.59,0,63201,0.045181364,18.4377,16.6456,15.8578,15.4747,15.1693,0.1559,0.1147,0.0832,0.0631,0.0447
3437,112649,J010859.59+152021.1,422,51811,494,15.339199,0.04165,10.871,9.07,0,83141,0.04167483,17.7174,15.7546,14.854,14.4195,14.0789,0.3985,0.2932,0.2126,0.1612,0.1143
3439,112651,J010905.96+144520.8,422,51811,499,14.755782,0.03855,10.35,8.55,0,83146,0.03854411,18.1677,16.3885,15.6233,15.2317,14.9095,0.2659,0.1957,0.1419,0.1076,0.0763
2455,113419,J010916.47+002823.9,397,51794,422,0.473313,0.04459,10.146,8.5,0,63200,0.04456623,19.0275,17.2906,16.4755,16.0982,15.7804,0.1313,0.0966,0.0701,0.0531,0.0377
3382,719,J010928.80+142147.2,422,51811,148,14.363135,0.03753,11.033,9.23,0,82857,0.037527505,16.8539,14.9993,14.1436,13.7065,13.3829,0.298,0.2193,0.159,0.1206,0.0855
27504,113423,J010933.68+002032.0,694,52209,554,0.342234,0.04497,10.718,8.92,0,206292,0.044961996,18.0912,16.1718,15.2962,14.8993,14.5728,0.1344,0.0989,0.0717,0.0544,0.0386
2430,113424,J010935.15+002013.4,396,51816,631,0.337077,0.04446,10.711,8.91,0,62849,0.04444567,18.203,16.193,15.3456,14.9303,14.6265,0.1344,0.0989,0.0717,0.0544,0.0386
27505,113425,J010940.13+001352.0,694,52209,558,0.231111,0.04521,10.334,8.53,0,206295,0.045207392,18.2206,16.7662,16.0322,15.6297,15.3232,0.1306,0.0961,0.0697,0.0529,0.0375
2460,113426,J010947.23+001010.4,397,51794,437,0.169561,0.04535,10.419,8.62,0,63214,0.045326225,18.6546,16.8387,15.9656,15.5932,15.2673,0.1288,0.0948,0.0688,0.0521,0.037
2459,113429,J010956.29+002037.0,397,51794,435,0.343623,0.04559,10.454,8.65,0,63212,0.045568388,18.6894,16.8554,15.9706,15.5739,15.2326,0.1269,0.0934,0.0677,0.0514,0.0364
3443,112671,J010957.46+143715.9,422,51811,518,14.621091,0.04409,10.093,8.5,0,83162,0.044091094,19.4971,17.6571,16.7933,16.3848,16.0331,0.2738,0.2014,0.1461,0.1108,0.0785
3357,112672,J011001.66+133615.7,422,51811,90,13.60437,0.04981,10.587,8.79,0,82810,0.049800467,18.0928,16.3769,15.5746,15.1823,14.9027,0.1982,0.1458,0.1058,0.0802,0.0569
27503,113876,J011014.13+002157.3,694,52209,550,0.365916,0.04508,10.442,8.64,0,206288,0.04509018,18.5185,16.9007,16.0707,15.6167,15.2821,0.1352,0.0995,0.0722,0.0547,0.0388
2466,113431,J011017.14+002041.5,397,51794,465,0.344886,0.04491,10.806,9.01,0,63236,0.044882894,17.5806,15.8105,14.9597,14.5538,14.2505,0.135,0.0994,0.0721,0.0546,0.0387
2464,113434,J011030.25+003210.6,397,51794,463,0.536304,0.04451,10.586,8.79,0,63234,0.04449842,18.691,16.7272,15.8331,15.3842,15.0388,0.1424,0.1048,0.076,0.0576,0.0409
2471,113435,J011040.76+001628.0,397,51794,476,0.274461,0.04513,10.162,8.5,0,63245,0.045134377,18.1718,16.668,16.024,15.6743,15.4375,0.1304,0.096,0.0696,0.0528,0.0374
3446,112701,J011048.05+155052.3,422,51811,526,15.847872,0.04317,10.808,9.01,0,83168,0.04317912,18.352,16.2989,15.3262,14.858,14.4962,0.5802,0.4269,0.3096,0.2348,0.1665
3330,112702,J011053.57+132845.9,422,51811,4,13.479434,0.04978,10.44,8.64,0,82740,0.04977125,18.9741,17.0935,16.2037,15.8077,15.4706,0.1878,0.1382,0.1002,0.076,0.0539
2468,110101,J011057.41+003803.2,397,51794,473,0.634237,0.04638,10.753,8.95,0,63242,0.046372086,17.1803,15.4617,14.6711,14.2863,13.9871,0.1517,0.1116,0.0809,0.0614,0.0435
3597,110104,J011106.18+151019.5,423,51821,346,15.17211,0.03819,10.143,8.5,0,84070,0.03820607,17.2442,15.8694,15.3225,14.995,14.8634,0.3026,0.2226,0.1615,0.1224,0.0868
3596,112715,J011146.18+145840.2,423,51821,345,14.977856,0.0433,11.03,9.23,0,84069,0.043296933,17.7239,15.7706,14.8034,14.3369,13.9624,0.2453,0.1805,0.1309,0.0993,0.0704
3456,112720,J011153.25+152812.3,422,51811,571,15.470103,0.04168,10.357,8.56,0,83207,0.041687265,19.1418,17.1595,16.2486,15.787,15.4436,0.3923,0.2886,0.2093,0.1587,0.1125
3588,112722,J011156.51+152759.5,423,51821,331,15.466537,0.04401,10.763,8.96,0,84057,0.044007603,18.3032,16.2928,15.3795,14.9146,14.5676,0.3912,0.2878,0.2087,0.1583,0.1122
3627,112724,J011206.66+144946.2,423,51821,394,14.829513,0.04226,10.15,8.5,0,84114,0.042274587,17.8334,16.5156,15.9279,15.5489,15.3178,0.226,0.1663,0.1206,0.0914,0.0648
3626,729571,J011217.67+145832.8,423,51821,392,14.975793,0.04305,10.511,8.71,0,84112,0.04303922,19.0967,17.1463,16.1707,15.6932,15.2888,0.2434,0.1791,0.1299,0.0985,0.0698
3620,112726,J011221.31+150419.8,423,51821,383,15.072167,0.04359,10.367,8.57,0,84103,0.04358259,17.648,16.2764,15.6196,15.2409,14.9756,0.2727,0.2007,0.1456,0.1104,0.0783
3465,110958,J011221.82+150039.0,422,51811,592,15.010855,0.0292,10.188,8.5,0,83224,0.029201986,17.9825,16.2667,15.4674,15.0955,14.75,0.2514,0.185,0.1342,0.1017,0.0721
2473,113442,J011223.50+000444.9,397,51794,493,0.079165,0.04486,10.521,8.72,0,63260,0.044842143,18.4262,16.6085,15.7602,15.3331,15.0281,0.1593,0.1172,0.085,0.0645,0.0457
3461,112728,J011224.36+152119.9,422,51811,584,15.355547,0.04383,10.058,8.5,0,83218,0.04382104,19.7203,17.8231,16.9332,16.4953,16.1801,0.3528,0.2596,0.1883,0.1428,0.1012
3584,112729,J011224.99+153837.1,423,51821,324,15.643656,0.04423,10.324,8.52,0,84051,0.044231944,18.7692,16.9469,16.1176,15.6932,15.3706,0.3668,0.2699,0.1958,0.1484,0.1052
27228,110123,J011227.33+154500.2,422,51878,570,15.750081,0.03783,11.208,9.41,0,83735,0.037812572,16.7954,14.8787,13.9628,13.497,13.1147,0.3306,0.2433,0.1764,0.1338,0.0949
3452,111593,J011238.00+153303.7,422,51811,563,15.551045,0.04288,10.036,8.5,0,83199,0.042874724,18.1288,16.7976,16.2104,15.8399,15.5382,0.4341,0.3194,0.2316,0.1756,0.1245
3458,110959,J011238.15+152804.3,422,51811,574,15.467882,0.04258,10.653,8.85,0,83210,0.04258853,18.5382,16.5007,15.5831,15.1075,14.7429,0.4499,0.331,0.2401,0.182,0.1291
2462,113446,J011242.11+010839.2,397,51794,448,1.14423,0.04433,10.381,8.58,0,63222,0.04432463,17.1099,15.8331,15.3158,14.9493,14.6748,0.1863,0.1371,0.0994,0.0754,0.0534
3460,110126,J011243.82+154228.1,422,51811,578,15.707813,0.03858,10.291,8.5,0,83214,0.038568676,16.6876,15.4753,14.9219,14.6155,14.4575,0.3261,0.2399,0.174,0.1319,0.0935
3583,112740,J011243.96+153521.6,423,51821,323,15.589348,0.04298,10.15,8.5,0,84050,0.042998664,19.0993,17.3196,16.4899,16.0656,15.7311,0.393,0.2892,0.2097,0.159,0.1128
3459,111586,J011247.97+153142.9,422,51811,576,15.528611,0.04083,10.923,9.12,0,83212,0.040852696,17.6173,15.6792,14.7535,14.2923,13.9491,0.4383,0.3225,0.2339,0.1774,0.1258
3457,111594,J011249.42+153027.6,422,51811,572,15.50768,0.0454,10.665,8.87,0,83208,0.045407955,18.5077,16.6306,15.6523,15.2097,14.8557,0.4513,0.332,0.2408,0.1826,0.1295
3594,729575,J011249.84+153019.4,423,51821,338,15.505414,0.04279,10.631,8.83,0,84063,0.042800784,18.2168,16.3366,15.4414,15.0052,14.6487,0.4522,0.3327,0.2413,0.183,0.1297
3586,110961,J011253.89+153608.8,423,51821,327,15.602468,0.04098,10.826,9.03,0,84054,0.040982127,17.8207,15.886,14.9649,14.533,14.1673,0.3734,0.2747,0.1992,0.1511,0.1071
3475,110129,J011254.02+153249.0,422,51811,611,15.546966,0.04624,11.036,9.24,0,83241,0.046243306,17.467,15.4945,14.6034,14.1791,13.8225,0.4187,0.308,0.2234,0.1694,0.1201
2475,113448,J011254.44+001112.7,397,51794,507,0.186865,0.04319,10.034,8.5,0,63269,0.043181326,18.072,16.8179,16.1989,15.8765,15.6263,0.1612,0.1186,0.0861,0.0653,0.0463
3587,729576,J011258.59+152814.6,423,51821,329,15.470739,0.04301,10.161,8.5,0,84056,0.042998984,19.3111,17.6991,16.7735,16.3202,15.9523,0.4623,0.3402,0.2467,0.1871,0.1326
3473,110832,J011259.42+153529.2,422,51811,609,15.591451,0.04069,10.697,8.9,0,83239,0.040682867,17.679,16.0127,15.1788,14.74,14.3523,0.3801,0.2797,0.2028,0.1538,0.109
3593,111587,J011259.55+152928.6,423,51821,337,15.491302,0.04385,11.312,9.51,0,84062,0.043849062,16.9251,14.9653,14.0001,13.5395,13.1842,0.4548,0.3346,0.2427,0.184,0.1305
3480,110130,J011300.09+152931.0,422,51811,620,15.49197,0.04341,10.744,8.94,0,83249,0.043405205,18.2813,16.3712,15.4201,14.9696,14.5353,0.4544,0.3344,0.2425,0.1839,0.1304
3472,111588,J011302.83+153138.7,422,51811,608,15.527428,0.04569,11.167,9.37,0,83238,0.045686368,17.1885,15.3578,14.4336,13.9702,13.5809,0.4188,0.3082,0.2235,0.1695,0.1202
3619,113328,J011303.68+153008.2,423,51821,379,15.5023,0.04109,10.358,8.56,0,84101,0.04108465,19.4324,17.3701,16.3908,15.9213,15.5313,0.4382,0.3224,0.2339,0.1773,0.1257
3617,729577,J011303.85+152717.4,423,51821,375,15.454838,0.04116,10.382,8.58,0,84098,0.041150104,19.1311,17.126,16.2083,15.7245,15.3878,0.4675,0.344,0.2495,0.1892,0.1341
3616,112749,J011307.42+152750.8,423,51821,374,15.464125,0.04309,10.204,8.5,0,84097,0.043093476,19.3097,17.4525,16.5376,16.0963,15.7693,0.4609,0.3391,0.2459,0.1865,0.1322
3487,110963,J011311.92+150558.5,422,51811,632,15.0996,0.04554,10.407,8.61,0,83261,0.045531817,18.3463,16.7939,16.0557,15.6234,15.2628,0.2582,0.1899,0.1378,0.1045,0.0741
2474,113451,J011314.47+001129.7,397,51794,506,0.191609,0.04493,10.08,8.5,0,63268,0.04490559,18.9683,17.2664,16.4711,16.119,15.8585,0.147,0.1082,0.0785,0.0595,0.0422
3478,110133,J011315.68+153059.2,422,51811,615,15.51645,0.04693,11.319,9.52,0,83244,0.04693133,16.8657,14.8912,13.975,13.5403,13.204,0.4002,0.2945,0.2136,0.162,0.1148
3614,111591,J011316.21+153010.4,423,51821,371,15.502915,0.04418,10.807,9.01,0,84094,0.04418652,17.8263,15.9891,15.0774,14.6483,14.3005,0.4136,0.3043,0.2207,0.1674,0.1187
3468,110964,J011316.43+154036.7,422,51811,601,15.676878,0.03822,10.084,8.5,0,83232,0.03822328,17.9917,16.6152,15.9389,15.5802,15.324,0.3328,0.2449,0.1776,0.1347,0.0955
3470,110965,J011319.10+154213.1,422,51811,605,15.703656,0.0437,10.518,8.72,0,83235,0.04370166,18.6443,16.7017,15.8122,15.3902,15.0492,0.3365,0.2476,0.1796,0.1362,0.0965
3477,113798,J011319.79+152927.1,422,51811,613,15.490883,0.04898,10.31,8.51,0,83243,0.04897364,17.8251,16.666,16.0512,15.6363,15.3904,0.4114,0.3027,0.2196,0.1665,0.118
3631,110978,J011320.16+144339.8,423,51821,400,14.727738,0.04334,10.436,8.64,0,84120,0.04335249,18.6293,16.807,15.9324,15.5171,15.1815,0.2555,0.188,0.1364,0.1034,0.0733
3471,112753,J011322.21+153457.6,422,51811,607,15.582676,0.04791,10.065,8.5,0,83237,0.047912378,19.521,17.6753,16.8393,16.4567,16.1158,0.3342,0.2459,0.1783,0.1352,0.0959
