GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,z,MASS_P50,HIMASS_LIM
30399,224864,J123452.13+145841.4,1768,53442,73,188.71722,14.97818,0.0462,10.567,8.77
18474,224961,J123453.23+092012.5,1232,52731,70,188.72183,9.336811,0.04681,10.474,8.67
30450,226413,J123459.34+154846.2,1768,53442,573,188.74725,15.81285,0.04573,10.051,8.5
12886,225382,J123459.76+034935.1,845,52381,48,188.74902,3.826436,0.04829,10.198,8.5
30451,224885,J123503.63+154650.0,1768,53442,575,188.76515,15.78058,0.04579,10.652,8.85
24395,224649,J123505.10+115707.8,1616,53169,197,188.77126,11.952184,0.04913,10.311,8.51
12969,220813,J123505.39+055231.6,846,52407,339,188.77248,5.875469,0.0403,10.334,8.53
30448,226415,J123506.70+152902.5,1768,53442,558,188.77794,15.48403,0.04622,10.407,8.61
34420,227353,J123506.76+322617.9,1971,53472,548,188.77818,32.438313,0.04542,10.783,8.98
50577,7750,J123509.29+294439.1,2237,53828,302,188.78871,29.744198,0.02683,10.852,9.05
12968,225161,J123511.49+055027.2,846,52407,335,188.7979,5.840898,0.04039,10.871,9.07
24355,224751,J123515.49+122909.0,1615,53166,628,188.81456,12.485854,0.0485,10.307,8.51
18596,224366,J123518.75+100349.6,1233,52734,395,188.82816,10.063786,0.04177,10.263,8.5
35380,227357,J123518.91+355541.8,2010,53495,140,188.8288,35.928284,0.03375,10.395,8.6
50485,227362,J123533.59+273258.6,2236,53729,387,188.88997,27.549625,0.04984,10.919,9.12
34384,227365,J123537.49+315728.8,1971,53472,110,188.9062,31.958002,0.04596,10.726,8.93
12883,225383,J123537.59+035318.5,845,52381,9,188.90666,3.888489,0.03966,10.349,8.55
50359,227890,J123542.40+265432.8,2235,53847,104,188.92667,26.909134,0.02634,10.023,8.5
30484,220825,J123543.80+142443.0,1769,53502,315,188.93253,14.41196,0.03068,10.381,8.58
50360,220830,J123552.64+265931.6,2235,53847,105,188.96938,26.992136,0.02602,10.826,9.03
12967,225951,J123553.51+054723.4,846,52407,332,188.97298,5.789857,0.04191,10.571,8.77
12970,220827,J123553.79+054539.8,846,52407,343,188.97415,5.76106,0.04177,10.894,9.09
24389,224756,J123555.13+122212.3,1616,53169,177,188.97975,12.370102,0.04517,10.599,8.8
12925,225952,J123556.38+054459.2,845,52381,583,188.98495,5.749784,0.04111,10.061,8.5
24387,224757,J123600.15+122358.4,1616,53169,175,189.00064,12.399581,0.04325,10.486,8.69
50347,724959,J123603.36+265914.4,2235,53847,65,189.014,26.987354,0.03134,10.319,8.52
24429,224758,J123603.48+123325.4,1616,53169,499,189.01453,12.557082,0.04473,10.537,8.74
34422,227374,J123604.04+333620.3,1971,53472,569,189.01686,33.60564,0.04347,10.112,8.5
50453,222743,J123604.79+265358.5,2236,53729,231,189.01996,26.899597,0.02609,10.568,8.77
50331,724960,J123607.74+264041.1,2235,53847,10,189.03227,26.678093,0.04965,10.605,8.81
28138,226424,J123607.81+082220.5,1628,53474,417,189.03255,8.372379,0.04943,10.534,8.73
50462,724961,J123610.84+264146.0,2236,53729,253,189.0452,26.696123,0.04916,10.627,8.83
18577,224963,J123612.32+090632.5,1233,52734,215,189.05135,9.109034,0.04743,10.146,8.5
30393,226427,J123617.37+141031.4,1768,53442,8,189.0724,14.175394,0.04714,10.082,8.5
24385,224761,J123622.48+122717.8,1616,53169,167,189.09367,12.454947,0.0443,10.28,8.5
24426,220835,J123622.72+133610.3,1616,53169,444,189.09468,13.602871,0.03053,10.125,8.5
18576,224471,J123625.93+085639.7,1233,52734,214,189.10806,8.944387,0.02773,10.257,8.5
24384,225953,J123626.26+122528.7,1616,53169,166,189.10944,12.42465,0.04177,10.045,8.5
24430,224762,J123629.06+123622.9,1616,53169,508,189.12112,12.606364,0.04381,10.456,8.66
12966,220836,J123632.24+061010.5,846,52407,328,189.13435,6.169597,0.03952,11.183,9.38
28136,226156,J123636.58+083513.2,1628,53474,406,189.15244,8.587011,0.04968,10.527,8.73
28093,226140,J123637.81+075842.1,1627,53473,627,189.15756,7.978386,0.03791,10.308,8.51
30481,224865,J123643.10+141610.4,1769,53502,274,189.17963,14.269561,0.04633,10.138,8.5
18578,224965,J123643.46+090937.3,1233,52734,218,189.1811,9.160377,0.04696,10.638,8.84
30480,224866,J123643.99+143842.3,1769,53502,273,189.1833,14.645088,0.04617,10.005,8.5
35378,227384,J123651.50+355628.4,2010,53495,89,189.2146,35.94123,0.03316,10.229,8.5
50406,220843,J123653.92+274456.8,2235,53847,588,189.2247,27.749113,0.02578,10.407,8.61
34379,227386,J123701.36+320629.9,1971,53472,73,189.25568,32.10832,0.04602,10.972,9.17
6478,221578,J123702.46+014908.8,521,52326,270,189.26028,1.819122,0.04505,11.218,9.42
18546,224373,J123707.67+101138.2,1232,52731,635,189.28197,10.193953,0.0418,10.419,8.62
30479,224472,J123708.06+142426.9,1769,53502,271,189.28362,14.407479,0.03075,10.286,8.5
28144,226430,J123709.84+083110.0,1628,53474,444,189.29102,8.519449,0.04849,10.599,8.8
28143,226431,J123711.40+083929.8,1628,53474,442,189.29752,8.658301,0.02826,10.304,8.5
50409,7791,J123721.07+281229.3,2235,53847,615,189.33783,28.208164,0.02557,10.955,9.16
30482,226434,J123729.83+134829.4,1769,53502,284,189.37431,13.808169,0.04646,10.214,8.5
30483,224839,J123738.19+134918.3,1769,53502,288,189.40913,13.821758,0.04621,10.542,8.74
35801,227401,J123742.85+332603.5,2020,53431,249,189.42856,33.43433,0.03119,10.128,8.5
6487,225526,J123749.84+024046.1,521,52326,349,189.4577,2.679486,0.0438,10.454,8.65
30471,220854,J123753.20+141652.7,1769,53502,231,189.47166,14.281306,0.02627,10.829,9.03
24379,224764,J123753.88+120610.5,1616,53169,144,189.4745,12.102924,0.04396,10.377,8.58
35796,227409,J123801.90+324956.2,2020,53431,202,189.50793,32.832302,0.04861,10.225,8.5
18571,224477,J123809.87+092950.4,1233,52734,174,189.54114,9.49735,0.03296,10.297,8.5
28150,221635,J123811.97+074844.7,1628,53474,514,189.54988,7.812437,0.03814,10.777,8.98
50450,724986,J123812.43+262602.5,2236,53729,220,189.5518,26.43405,0.04868,10.109,8.5
28149,220861,J123815.75+074913.3,1628,53474,510,189.56567,7.820382,0.03768,10.423,8.62
30487,226437,J123816.15+153411.2,1769,53502,422,189.5673,15.569804,0.04617,11.016,9.22
12973,225108,J123819.40+060023.3,846,52407,364,189.58087,6.006491,0.04029,10.066,8.5
24362,224654,J123820.71+114350.5,1616,53169,56,189.58632,11.730722,0.04409,10.637,8.84
18570,220866,J123822.39+093141.9,1233,52734,161,189.5933,9.528334,0.03193,10.674,8.87
50504,724994,J123834.02+275059.9,2236,53729,468,189.64178,27.849985,0.04981,10.895,9.1
30473,220869,J123834.72+142108.7,1769,53502,234,189.64468,14.352422,0.03063,10.325,8.53
6475,7807,J123838.59+012822.4,521,52326,244,189.6608,1.472913,0.04543,11.09,9.29
30476,224842,J123840.78+134402.2,1769,53502,252,189.66994,13.733968,0.04612,10.913,9.11
18558,224969,J123851.14+090531.6,1233,52734,89,189.7131,9.092127,0.04359,10.064,8.5
24370,224655,J123855.15+115502.1,1616,53169,107,189.7298,11.917276,0.04859,10.196,8.5
30468,226100,J123859.64+134435.9,1769,53502,202,189.74852,13.743314,0.04612,10.302,8.5
30469,224843,J123904.78+134532.4,1769,53502,206,189.76994,13.759008,0.04559,11.218,9.42
18553,225034,J123909.72+085557.9,1233,52734,50,189.79054,8.932773,0.04699,10.164,8.5
50503,220879,J123912.25+274435.4,2236,53729,467,189.80106,27.74318,0.02635,10.234,8.5
34425,227421,J123912.57+325029.2,1971,53472,639,189.80238,32.84145,0.0486,10.731,8.93
50591,725003,J123914.92+304456.3,2237,53828,420,189.8122,30.748983,0.04725,10.24,8.5
6472,225528,J123915.78+015714.5,521,52326,225,189.81575,1.954055,0.04554,10.781,8.98
28159,226447,J123916.77+081819.0,1628,53474,571,189.81989,8.305297,0.04456,10.414,8.61
12956,222316,J123928.19+041604.2,846,52407,168,189.8675,4.26786,0.04863,10.902,9.1
24364,221509,J123936.05+122619.9,1616,53169,71,189.9002,12.438888,0.04077,10.671,8.87
787,221580,J123936.99+004506.5,290,51941,613,189.90414,0.751817,0.02566,10.237,8.5
24366,225956,J123938.86+122507.9,1616,53169,76,189.91194,12.41888,0.04106,10.864,9.06
28158,226451,J123939.59+082522.7,1628,53474,569,189.91496,8.422992,0.04706,10.188,8.5
24434,224845,J123943.18+132838.6,1616,53169,563,189.92995,13.4774,0.04683,10.485,8.69
50525,227427,J123943.50+281148.4,2236,53729,537,189.93127,28.196793,0.03108,10.165,8.5
30465,224480,J123943.77+141441.5,1769,53502,168,189.9324,14.244882,0.03052,10.261,8.5
28157,226452,J123944.85+082517.0,1628,53474,566,189.93687,8.421399,0.04762,10.152,8.5
42440,725009,J123946.62+314704.1,1975,53734,280,189.94426,31.784485,0.04933,10.21,8.5
24436,220897,J123946.66+133159.8,1616,53169,568,189.94444,13.5333,0.04647,11.147,9.35
24437,220898,J123949.27+133256.8,1616,53169,576,189.9553,13.549122,0.04663,10.67,8.87
12949,222317,J123950.23+034749.3,846,52407,123,189.9593,3.797038,0.04004,10.197,8.5
24365,224769,J123951.17+122646.8,1616,53169,73,189.96321,12.446335,0.04069,10.144,8.5
35815,220900,J123951.66+345829.8,2020,53431,460,189.96529,34.97495,0.04306,10.965,9.17
24356,224657,J123953.09+114600.9,1616,53169,15,189.9712,11.766924,0.04464,10.599,8.8
28097,228083,J123958.26+063030.4,1628,53474,13,189.99278,6.508447,0.04868,10.23,8.5
42449,227433,J124011.32+330639.1,1975,53734,338,190.04718,33.11089,0.04459,10.757,8.96
12985,222318,J124011.46+052242.0,846,52407,491,190.04776,5.378354,0.04689,10.965,9.17
790,225791,J124012.20+004144.4,290,51941,618,190.05086,0.695689,0.04633,10.868,9.07
18625,224383,J124017.02+102416.3,1233,52734,598,190.07095,10.404552,0.04426,10.334,8.53
28167,220910,J124023.33+081022.9,1628,53474,619,190.09721,8.173042,0.04748,10.231,8.5
28164,226458,J124023.74+081329.0,1628,53474,614,190.09892,8.224737,0.04767,10.402,8.6
12986,222319,J124029.15+050150.8,846,52407,497,190.12146,5.030804,0.04847,10.543,8.74
50564,227440,J124030.59+291126.2,2237,53828,213,190.12746,29.190632,0.03534,10.55,8.75
12983,222320,J124032.46+052119.9,846,52407,488,190.13528,5.355542,0.04659,11.037,9.24
6469,220913,J124035.02+022805.2,521,52326,177,190.14594,2.468136,0.04576,11.003,9.2
28492,224771,J124040.86+122423.7,1694,53472,355,190.17029,12.406592,0.04108,10.142,8.5
789,225794,J124041.99+003836.9,290,51941,616,190.17496,0.643603,0.04633,10.069,8.5
35823,227446,J124046.40+351950.6,2020,53431,526,190.19334,35.33073,0.03328,10.063,8.5
12982,225172,J124050.95+053630.0,846,52407,481,190.21231,5.608334,0.04861,10.13,8.5
35826,227448,J124052.94+343147.2,2020,53431,544,190.2206,34.529785,0.0432,10.008,8.5
13000,225113,J124053.77+055716.0,846,52407,566,190.22404,5.954471,0.04322,10.027,8.5
28168,226462,J124054.96+080323.2,1628,53474,625,190.22902,8.056454,0.04783,10.181,8.5
50560,7836,J124056.23+292756.0,2237,53828,188,190.2343,29.46558,0.03109,10.731,8.93
801,225666,J124057.45+005817.7,291,51928,363,190.23941,0.971609,0.04617,10.151,8.5
35789,227451,J124100.89+324655.2,2020,53431,87,190.25371,32.782017,0.04859,10.068,8.5
12987,225173,J124102.59+054145.0,846,52407,498,190.26082,5.695843,0.04876,10.707,8.91
24359,224660,J124103.89+115648.6,1616,53169,27,190.2662,11.946844,0.04519,10.482,8.68
42448,728275,J124105.02+330537.8,1975,53734,324,190.27094,33.09385,0.04457,10.045,8.5
24442,224774,J124114.19+125920.2,1616,53169,623,190.30914,12.988963,0.04653,10.395,8.6
12990,225174,J124114.71+050431.4,846,52407,518,190.31133,5.075412,0.04687,10.496,8.7
50595,222197,J124120.14+300718.2,2237,53828,461,190.33394,30.121735,0.02713,10.806,9.01
40374,226167,J124120.62+081947.5,1790,53876,327,190.33595,8.329864,0.04419,10.002,8.5
50597,725035,J124121.03+302359.3,2237,53828,481,190.33766,30.399807,0.04831,10.508,8.71
42434,227457,J124124.93+312856.3,1975,53734,202,190.3539,31.482323,0.03106,10.474,8.67
50550,227458,J124128.01+284728.3,2237,53828,99,190.36674,28.791199,0.03502,10.288,8.5
35824,227460,J124132.19+351449.5,2020,53431,528,190.38416,35.247093,0.04247,10.605,8.81
804,225797,J124136.48+003049.0,291,51928,382,190.40202,0.513621,0.04634,10.31,8.51
43278,728277,J124138.01+351322.6,2022,53827,291,190.40839,35.222954,0.0492,10.231,8.5
40370,228084,J124145.88+071109.5,1790,53876,301,190.44118,7.185977,0.04794,10.269,8.5
40376,228085,J124152.15+080212.3,1790,53876,333,190.46732,8.036771,0.04877,10.335,8.54
807,225798,J124157.57+004954.7,291,51928,418,190.4899,0.831876,0.04605,10.226,8.5
50530,725042,J124159.20+274817.9,2236,53729,550,190.4967,27.80498,0.0407,10.203,8.5
28498,226468,J124202.85+122742.9,1694,53472,394,190.5119,12.461932,0.04643,10.814,9.01
42451,227468,J124206.46+324539.5,1975,53734,371,190.52695,32.760998,0.04457,10.882,9.08
40371,227891,J124207.99+064511.5,1790,53876,302,190.53333,6.753209,0.03966,10.321,8.52
12943,225285,J124210.83+040645.5,846,52407,60,190.54514,4.112662,0.04724,10.503,8.7
35782,227471,J124214.12+332254.0,2020,53431,4,190.55887,33.381687,0.03832,10.939,9.14
12941,225286,J124216.72+040442.0,846,52407,55,190.5697,4.078349,0.04745,10.437,8.64
12942,225287,J124217.48+040138.8,846,52407,57,190.57285,4.02747,0.04754,10.884,9.08
50599,725047,J124219.03+305421.2,2237,53828,521,190.57932,30.90589,0.02854,10.073,8.5
43275,728284,J124223.04+350214.8,2022,53827,249,190.59601,35.037453,0.03955,10.704,8.9
50600,725051,J124235.05+310630.6,2237,53828,529,190.64607,31.108511,0.04866,10.41,8.61
794,225799,J124237.57+000432.4,291,51928,238,190.65656,0.075674,0.04852,10.254,8.5
793,225800,J124249.62+000127.1,291,51928,237,190.70676,0.024207,0.04814,11.074,9.27
6493,225391,J124251.99+033620.6,521,52326,566,190.71663,3.605748,0.04843,10.198,8.5
35831,227474,J124252.92+344236.2,2020,53431,603,190.72054,34.710056,0.03163,10.477,8.68
809,225801,J124257.21+002950.0,291,51928,475,190.7384,0.497242,0.04582,10.154,8.5
28482,220957,J124307.28+111243.1,1694,53472,281,190.78035,11.211991,0.02824,10.235,8.5
6551,225537,J124308.06+025448.8,522,52024,322,190.78358,2.913569,0.0477,10.312,8.51
6506,220959,J124309.36+033452.2,521,52326,617,190.78902,3.581185,0.04867,10.767,8.97
12934,225392,J124311.35+034851.6,846,52407,1,190.79732,3.814358,0.04711,10.212,8.5
12998,225179,J124313.09+051328.8,846,52407,556,190.80455,5.224678,0.04771,10.206,8.5
40383,715769,J124313.60+075859.5,1790,53876,387,190.80669,7.983217,0.0441,10.001,8.5
13037,222326,J124314.97+040502.0,847,52426,285,190.81238,4.083891,0.04855,11.035,9.24
12936,225291,J124316.27+041034.7,846,52407,5,190.81781,4.176324,0.04759,10.344,8.54
6504,225393,J124318.71+033019.8,521,52326,615,190.82797,3.505517,0.04779,10.633,8.83
6501,220962,J124318.73+033300.5,521,52326,604,190.82806,3.550154,0.04769,11.208,9.41
28480,226478,J124321.72+111212.2,1694,53472,254,190.84053,11.203398,0.02808,10.171,8.5
12938,225292,J124323.39+041101.7,846,52407,16,190.84749,4.183815,0.0481,10.708,8.91
35780,227477,J124325.04+325310.1,2020,53431,1,190.85434,32.88616,0.04468,10.82,9.02
50675,7897,J124328.68+292800.4,2239,53726,320,190.86954,29.466803,0.03122,10.604,8.8
6458,225671,J124333.55+014836.9,521,52326,63,190.88982,1.810254,0.0488,10.854,9.05
28471,226479,J124333.58+111710.2,1694,53472,206,190.88992,11.286168,0.0463,10.555,8.76
40384,222204,J124335.66+072624.9,1790,53876,389,190.8986,7.440255,0.04682,10.42,8.62
42492,227482,J124348.30+334659.8,1987,53765,305,190.95126,33.78328,0.04268,10.779,8.98
810,225804,J124352.94+003312.4,291,51928,491,190.9706,0.553461,0.04584,10.45,8.65
6505,220971,J124356.27+033659.1,521,52326,616,190.98448,3.616444,0.048,10.88,9.08
6549,225672,J124357.69+014337.8,522,52024,296,190.9904,1.72719,0.04731,11.144,9.34
6499,225396,J124357.84+033901.7,521,52326,601,190.99104,3.650498,0.04868,10.426,8.63
40389,715772,J124359.57+074213.5,1790,53876,438,190.99821,7.703762,0.04394,10.307,8.51
6548,225673,J124409.21+013710.2,522,52024,294,191.03844,1.619487,0.04818,10.541,8.74
6541,225674,J124409.77+012117.0,522,52024,247,191.04071,1.354747,0.04744,10.493,8.69
12940,7909,J124421.54+042539.1,846,52407,25,191.08978,4.427545,0.02845,10.062,8.5
13038,225397,J124426.80+035020.0,847,52426,286,191.11166,3.838916,0.04791,10.281,8.5
6507,222206,J124427.23+033110.2,521,52326,618,191.11346,3.519503,0.04817,10.724,8.92
28507,226484,J124430.44+123853.4,1694,53472,463,191.12685,12.648194,0.04787,10.411,8.61
6546,225676,J124430.96+015439.5,522,52024,276,191.12904,1.910973,0.04607,10.346,8.55
50538,227490,J124436.70+284558.4,2237,53828,9,191.15292,28.766245,0.03504,10.477,8.68
6543,225677,J124437.47+014824.3,522,52024,267,191.15616,1.806765,0.04658,10.79,8.99
6553,222329,J124437.70+025132.6,522,52024,330,191.1571,2.859057,0.04764,10.96,9.16
35784,227492,J124438.60+335800.8,2020,53431,36,191.16084,33.966908,0.0422,10.313,8.51
40354,715776,J124439.53+061232.7,1790,53876,128,191.1647,6.209106,0.04007,10.364,8.56
6449,225678,J124440.30+015054.9,521,52326,26,191.16792,1.848594,0.0487,11.046,9.25
35783,227493,J124440.73+340438.5,2020,53431,33,191.16974,34.077362,0.03853,10.76,8.96
13036,222331,J124442.73+040411.9,847,52426,284,191.17809,4.06999,0.0337,10.216,8.5
6538,225540,J124456.07+020328.5,522,52024,237,191.23364,2.057939,0.04839,10.117,8.5
6511,222332,J124456.24+024144.2,521,52326,631,191.23438,2.695631,0.04804,10.66,8.86
28508,226097,J124505.25+122646.9,1694,53472,498,191.27191,12.446373,0.03977,10.413,8.61
6528,225685,J124510.81+013600.7,522,52024,202,191.29504,1.600205,0.04899,10.296,8.5
818,225808,J124511.82+001314.7,292,51609,348,191.29926,0.22077,0.0483,10.056,8.5
6540,225686,J124512.87+014817.2,522,52024,239,191.30367,1.804802,0.04757,11.487,9.69
6446,225688,J124514.59+014819.1,521,52326,22,191.31082,1.805312,0.04813,10.541,8.74
13045,225114,J124515.82+055729.2,847,52426,363,191.31593,5.958113,0.04712,10.072,8.5
6539,225689,J124516.29+014740.3,522,52024,238,191.31789,1.79453,0.04636,10.164,8.5
6531,225690,J124516.80+014434.4,522,52024,221,191.32,1.742912,0.04758,10.183,8.5
6448,225692,J124520.15+014839.2,521,52326,25,191.334,1.810907,0.04712,10.28,8.5
6537,225693,J124521.77+014950.2,522,52024,233,191.34073,1.830629,0.04813,10.561,8.76
6560,225401,J124524.06+034140.1,522,52024,413,191.35027,3.694484,0.04819,10.021,8.5
43266,222176,J124532.55+350733.7,2022,53827,125,191.38565,35.126038,0.03189,10.713,8.91
50682,725073,J124537.51+295215.5,2239,53726,354,191.40633,29.870985,0.04856,10.82,9.02
42500,7934,J124538.64+350501.5,1987,53765,329,191.41104,35.083755,0.03225,10.537,8.74
40357,715780,J124539.85+065030.5,1790,53876,185,191.41606,6.84182,0.04703,10.256,8.5
6453,715781,J124540.71+015831.0,521,52326,39,191.41966,1.975287,0.04772,10.863,9.06
6451,225695,J124540.78+015129.2,521,52326,29,191.41994,1.858119,0.04643,10.753,8.95
13032,225402,J124542.38+035000.2,847,52426,251,191.42662,3.833415,0.04683,10.082,8.5
40352,222333,J124542.97+061928.3,1790,53876,122,191.42906,6.324541,0.04715,10.41,8.61
6529,225696,J124544.59+013720.0,522,52024,208,191.4358,1.622238,0.04794,10.881,9.08
28457,226487,J124544.76+112504.5,1694,53472,136,191.43652,11.417923,0.04566,10.324,8.52
13047,222208,J124548.71+061149.3,847,52426,373,191.45297,6.197037,0.04692,10.34,8.54
28458,226489,J124552.88+112557.2,1694,53472,138,191.47037,11.432572,0.04599,10.319,8.52
6526,225701,J124556.74+014759.9,522,52024,183,191.48643,1.799992,0.0494,11.096,9.3
28449,226492,J124600.14+112915.5,1694,53472,86,191.5006,11.48766,0.04471,10.083,8.5
813,225811,J124609.94+003025.2,291,51928,546,191.54143,0.507026,0.04788,10.087,8.5
28462,220895,J124618.26+115224.8,1694,53472,147,191.5761,11.873577,0.04489,10.735,8.94
28461,221005,J124622.67+115235.7,1694,53472,146,191.59448,11.876608,0.04435,11.362,9.56
28459,226495,J124624.81+115658.4,1694,53472,141,191.60341,11.949563,0.04559,10.441,8.64
821,225812,J124626.49+003121.3,292,51609,382,191.6104,0.522609,0.04754,10.927,9.13
28466,226497,J124631.76+120043.4,1694,53472,158,191.63234,12.012056,0.04602,10.187,8.5
28450,221008,J124633.75+115347.8,1694,53472,101,191.64066,11.896632,0.04716,11.41,9.61
6521,225705,J124639.23+013606.8,522,52024,133,191.66347,1.601913,0.04801,10.346,8.55
28452,226499,J124640.94+115507.5,1694,53472,110,191.6706,11.918775,0.04847,10.11,8.5
6517,225706,J124644.76+012751.4,522,52024,89,191.68652,1.464286,0.04812,10.366,8.57
28511,226502,J124702.17+130805.9,1694,53472,533,191.75906,13.134998,0.03884,10.228,8.5
823,225814,J124703.36+002257.1,292,51609,425,191.76404,0.382535,0.0466,10.692,8.89
28451,226503,J124716.22+115831.5,1694,53472,109,191.81763,11.975444,0.04677,10.495,8.7
822,221584,J124719.30+002417.4,292,51609,422,191.83044,0.404852,0.04714,11.332,9.53
40393,713010,J124723.17+081732.6,1790,53876,539,191.84657,8.2924,0.04854,10.47,8.67
13055,222334,J124726.29+044617.5,847,52426,475,191.85954,4.771537,0.04622,11.029,9.23
6518,225708,J124734.40+014253.4,522,52024,93,191.89337,1.714834,0.04818,10.281,8.5
